unnamed:_0,job_title,salary_estimate,job_description,rating,company_name,location,headquarters,size,founded,type_of_ownership,industry,sector,revenue,competitors,min_salary,max_salary,company_name_clean,avg_salary,min_salary_norm,max_salary_norm,avg_salary_norm,type_of_ownership_encoded,industry_encoded,sector_encoded,salary_range,city,state,company_size_encoded,revenue_million,company_age,job_title_simplified
149,senior data scientist,-1,Job Description,3.6,"my job tank
3.6","san francisco, ca","new york, ny",51 to 200 employees,-1,company - private,-1,-1,unknown / non-applicable,-1,,,my job tank,,0.0,0.0,0.0,2,0,0,,san francisco,ca,2.0,0.0,2027,scientist
150,senior data scientist,$112K-$182K (Glassdoor est.),Job Description,4.0,"novetta
4.0","herndon, va","mc lean, va",501 to 1000 employees,2012,company - private,enterprise software & network solutions,information technology,$100 to $500 million (usd),"Leidos, CACI International, Booz Allen Hamilton",,,novetta,,0.0,0.0,0.0,2,19,13,,herndon,va,4.0,300.0,14,scientist
151,weapons and sensors engineer/scientist â?entry level,-1,Job Description,3.8,"dynetics
3.8","huntsville, al","huntsville, al",1001 to 5000 employees,1974,company - private,aerospace & defense,aerospace & defense,$100 to $500 million (usd),-1,,,dynetics,,0.0,0.0,0.0,2,3,2,,huntsville,al,5.0,300.0,52,scientist
152,data scientist,$64K-$106K (Glassdoor est.),Job Description,3.2,"first command financial services, inc.
3.2","fort worth, tx","fort worth, tx",1001 to 5000 employees,1958,company - private,brokerage services,finance,$100 to $500 million (usd),"USAA, Navy Federal Credit Union, Raymond James Financial",,,"first command financial services, inc.",,0.0,0.0,0.0,2,9,10,,fort worth,tx,5.0,300.0,68,scientist
153,associate scientist,$51K-$112K (Glassdoor est.),Job Description,2.9,"pharmavite
2.9","valencia, ca","west hills, ca",1001 to 5000 employees,1971,company - private,consumer products manufacturing,manufacturing,$1 to $2 billion (usd),"The Nature's Bounty Co., Schiff Nutrition International",,,pharmavite,,0.0,0.0,0.0,2,15,15,,valencia,ca,5.0,1500.0,55,scientist
154,"scientist 2, qc viral vector",$113K-$223K (Glassdoor est.),Job Description,3.8,"biomarin pharmaceutical
3.8","novato, ca","san rafael, ca",1001 to 5000 employees,1997,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$500 million to $1 billion (usd),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",,,biomarin pharmaceutical,,0.0,0.0,0.0,3,8,5,,novato,ca,5.0,750.0,29,scientist
155,data analyst,-1,Job Description,4.5,"shorepoint
4.5","reston, va","washington, dc",1 to 50 employees,2017,company - private,it services,information technology,unknown / non-applicable,-1,,,shorepoint,,0.0,0.0,0.0,2,35,13,,reston,va,1.0,0.0,9,analyst
156,machine learning engineer,$72K-$129K (Glassdoor est.),Job Description,4.3,"stratagem group
4.3","aurora, co","aurora, co",1 to 50 employees,2007,company - private,aerospace & defense,aerospace & defense,unknown / non-applicable,-1,,,stratagem group,,0.0,0.0,0.0,2,3,2,,aurora,co,1.0,0.0,19,engineer
157,data scientist/ml engineer,$71K-$123K (Glassdoor est.),Job Description,3.4,"pa consulting
3.4","new york, ny","london, united kingdom",1001 to 5000 employees,1943,company - private,consulting,business services,$100 to $500 million (usd),"McKinsey & Company, Accenture, Deloitte",,,pa consulting,,0.0,0.0,0.0,2,13,6,,new york,ny,5.0,300.0,83,scientist
160,senior scientist - bioanalytical,-1,Job Description,4.1,"apellis pharmaceuticals
4.1","waltham, ma","waltham, ma",201 to 500 employees,2008,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,apellis pharmaceuticals,,0.0,0.0,0.0,3,8,5,,waltham,ma,3.0,0.0,18,scientist
161,data engineer,Employer Provided Salary:$120K-$145K,Job Description,5.0,"gridiron it
5.0","tampa, fl","reston, va",51 to 200 employees,2017,company - private,it services,information technology,unknown / non-applicable,-1,0.12,0.145,gridiron it,0.1325,0.6,0.58,0.5888888888888889,2,35,13,0.024999999999999994,tampa,fl,2.0,0.0,9,engineer
162,data engineer,$80K-$120K (Glassdoor est.),Job Description,4.3,"productive edge
4.3","chicago, il","chicago, il",51 to 200 employees,2008,company - private,computer hardware & software,information technology,$10 to $25 million (usd),"Numerator, Rise Interactive, Salom",,,productive edge,,0.0,0.0,0.0,2,11,13,,chicago,il,2.0,17.5,18,engineer
163,data engineer,-1,Job Description,4.0,"hygiena
4.0","camarillo, ca","camarillo, ca",201 to 500 employees,-1,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$100 to $500 million (usd),"Ecolab, Eurofin Private Investment Office",,,hygiena,,0.0,0.0,0.0,2,8,5,,camarillo,ca,3.0,300.0,2027,engineer
164,sr. data scientist,$80K-$130K (Glassdoor est.),Job Description,3.7,"evolve vacation rental
3.7","denver, co","denver, co",201 to 500 employees,2011,company - private,travel agencies,travel & tourism,unknown / non-applicable,-1,,,evolve vacation rental,,0.0,0.0,0.0,2,57,24,,denver,co,3.0,0.0,15,scientist
165,"scientist, biomarker science",-1,Job Description,5.0,"alector
5.0","south san francisco, ca","south san francisco, ca",51 to 200 employees,2013,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,alector,,0.0,0.0,0.0,3,8,5,,south san francisco,ca,2.0,0.0,13,scientist
166,data engineer 4 - contract,$59K-$115K (Glassdoor est.),Job Description,4.2,"the church of jesus christ of latter-day saints
4.2","riverton, ut","salt lake city, ut",10000+ employees,-1,nonprofit organization,religious organizations,non-profit,unknown / non-applicable,-1,,,the church of jesus christ of latter-day saints,,0.0,0.0,0.0,7,46,18,,riverton,ut,7.0,0.0,2027,engineer
167,data analyst - asset management,$71K-$136K (Glassdoor est.),Job Description,4.3,"maximus real estate partners
4.3","san francisco, ca","san francisco, ca",51 to 200 employees,2013,company - private,real estate,real estate,unknown / non-applicable,"Greystar, The Related Companies, Prometheus Real Estate Group",,,maximus real estate partners,,0.0,0.0,0.0,2,45,20,,san francisco,ca,2.0,0.0,13,analyst
168,senior research scientist - embedded system development for devops,$81K-$167K (Glassdoor est.),Job Description,2.6,"software engineering institute
2.6","pittsburgh, pa","pittsburgh, pa",501 to 1000 employees,1984,college / university,colleges & universities,education,unknown / non-applicable,-1,,,software engineering institute,,0.0,0.0,0.0,1,10,9,,pittsburgh,pa,4.0,0.0,42,scientist
169,data scientist - bioinformatics,$49K-$85K (Glassdoor est.),Job Description,3.8,"pnnl
3.8","richland, wa","richland, wa",1001 to 5000 employees,1965,government,energy,"oil, gas, energy & utilities",$500 million to $1 billion (usd),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",,,pnnl,,0.0,0.0,0.0,5,18,19,,richland,wa,5.0,750.0,61,scientist
170,data engineer,$60K-$114K (Glassdoor est.),Job Description,3.9,"avanade
3.9","washington, dc","seattle, wa",10000+ employees,2000,company - private,it services,information technology,$2 to $5 billion (usd),"Slalom, Cognizant Technology Solutions, Deloitte",,,avanade,,0.0,0.0,0.0,2,35,13,,washington,dc,7.0,3500.0,26,engineer
171,customer data scientist/sales engineer,$71K-$204K (Glassdoor est.),Job Description,4.3,"h2o.ai
4.3","chicago, il","mountain view, ca",201 to 500 employees,2011,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,h2o.ai,,0.0,0.0,0.0,2,19,13,,chicago,il,3.0,0.0,15,scientist
172,lead data scientist,$75K-$125K (Glassdoor est.),Job Description,3.8,"patientpoint
3.8","cincinnati, oh","cincinnati, oh",201 to 500 employees,1987,company - private,advertising & marketing,business services,$100 to $500 million (usd),"Outcome Health, Health Media Network, Mesmerize Marketing",,,patientpoint,,0.0,0.0,0.0,2,2,6,,cincinnati,oh,3.0,300.0,39,scientist
173,data analyst ii,-1,Job Description,4.1,"insight enterprises, inc.
4.1","plano, tx","tempe, az",5001 to 10000 employees,1988,company - public,enterprise software & network solutions,information technology,$5 to $10 billion (usd),"CDW, PCM, SHI International",,,"insight enterprises, inc.",,0.0,0.0,0.0,3,19,13,,plano,tx,6.0,7500.0,38,analyst
174,mongodb data engineer ii,$77K-$136K (Glassdoor est.),Job Description,3.8,"bluecross blueshield of tennessee
3.8","chattanooga, tn","chattanooga, tn",5001 to 10000 employees,1945,nonprofit organization,insurance carriers,insurance,$5 to $10 billion (usd),-1,,,bluecross blueshield of tennessee,,0.0,0.0,0.0,7,32,14,,chattanooga,tn,6.0,7500.0,81,engineer
175,senior data scientist statistics,$74K-$123K (Glassdoor est.),Job Description,3.8,"pnnl
3.8","richland, wa","richland, wa",1001 to 5000 employees,1965,government,energy,"oil, gas, energy & utilities",$500 million to $1 billion (usd),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",,,pnnl,,0.0,0.0,0.0,5,18,19,,richland,wa,5.0,750.0,61,scientist
176,senior analytical scientist,-1,Job Description,5.0,"alector
5.0","milpitas, ca","south san francisco, ca",51 to 200 employees,2013,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,alector,,0.0,0.0,0.0,3,8,5,,milpitas,ca,2.0,0.0,13,scientist
177,senior data analyst,$44K-$78K (Glassdoor est.),Job Description,4.8,"knowbe4
4.8","clearwater, fl","clearwater, fl",501 to 1000 employees,2010,company - private,security services,business services,$100 to $500 million (usd),-1,,,knowbe4,,0.0,0.0,0.0,2,48,6,,clearwater,fl,4.0,300.0,16,analyst
178,senior spark engineer (data science),$65K-$148K (Glassdoor est.),Job Description,4.4,"ksm consulting
4.4","indianapolis, in","indianapolis, in",51 to 200 employees,2008,company - private,consulting,business services,unknown / non-applicable,-1,,,ksm consulting,,0.0,0.0,0.0,2,13,6,,indianapolis,in,2.0,0.0,18,engineer
179,data engineer,$59K-$110K (Glassdoor est.),Job Description,3.9,"cogo labs
3.9","cambridge, ma","cambridge, ma",51 to 200 employees,2005,company - private,internet,information technology,unknown / non-applicable,-1,,,cogo labs,,0.0,0.0,0.0,2,33,13,,cambridge,ma,2.0,0.0,21,engineer
180,bi & platform analytics manager,$85K-$134K (Glassdoor est.),Job Description,3.4,"church & dwight
3.4","ewing, nj","ewing, nj",1001 to 5000 employees,1846,company - public,consumer products manufacturing,manufacturing,$2 to $5 billion (usd),-1,,,church & dwight,,0.0,0.0,0.0,3,15,15,,ewing,nj,5.0,3500.0,180,manager
181,lead data scientist,$124K-$204K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","boston, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,boston,ma,6.0,10000.0,175,scientist
182,"sr. data scientist - analytics, personalized healthcare (phc)",$131K-$207K (Glassdoor est.),Job Description,3.9,"genentech
3.9","south san francisco, ca","south san francisco, ca",10000+ employees,1976,subsidiary or business segment,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,genentech,,0.0,0.0,0.0,11,8,5,,south san francisco,ca,7.0,10000.0,50,scientist
183,senior data scientist,$110K-$174K (Glassdoor est.),Job Description,3.8,"juniper networks
3.8","cupertino, ca","sunnyvale, ca",5001 to 10000 employees,1996,company - public,telecommunications services,telecommunications,$2 to $5 billion (usd),-1,,,juniper networks,,0.0,0.0,0.0,3,54,22,,cupertino,ca,6.0,3500.0,30,scientist
184,data scientist (active ts sci with polygraph),-1,Job Description,4.4,"volume integration, llc
4.4","chantilly, va","reston, va",51 to 200 employees,2013,company - private,aerospace & defense,aerospace & defense,$10 to $25 million (usd),-1,,,"volume integration, llc",,0.0,0.0,0.0,2,3,2,,chantilly,va,2.0,17.5,13,scientist
185,pricipal scientist molecular and cellular biologist,$52K-$101K (Glassdoor est.),Job Description,3.7,"takeda pharmaceuticals
3.7","boston, ma","osaka, japan",10000+ employees,1781,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Novartis, Baxter, Pfizer",,,takeda pharmaceuticals,,0.0,0.0,0.0,3,8,5,,boston,ma,7.0,10000.0,245,scientist
186,chief data scientist,-1,Job Description,4.1,"mantech
4.1","alexandria, va","herndon, va",5001 to 10000 employees,1968,company - public,research & development,business services,$1 to $2 billion (usd),-1,,,mantech,,0.0,0.0,0.0,3,47,6,,alexandria,va,6.0,1500.0,58,scientist
187,"data scientist (actuary, fsa or asa)",$81K-$133K (Glassdoor est.),Job Description,3.8,"legal & general america
3.8","frederick, md","frederick, md",501 to 1000 employees,1981,company - private,insurance carriers,insurance,$500 million to $1 billion (usd),-1,,,legal & general america,,0.0,0.0,0.0,2,32,14,,frederick,md,4.0,750.0,45,scientist
188,staff data scientist,$132K-$211K (Glassdoor est.),Job Description,3.5,"western digital
3.5","san jose, ca","san jose, ca",10000+ employees,1970,company - public,computer hardware & software,information technology,$10+ billion (usd),"Seagate Technology, Toshiba",,,western digital,,0.0,0.0,0.0,3,11,13,,san jose,ca,7.0,10000.0,56,scientist
189,"front-end, back-end, fullstack developers & data scientist / researchers - cleared or clearable (up to 25% profit sharing benefit!)",-1,Job Description,3.5,"caci international
3.5","denver, co","arlington, va",10000+ employees,1962,company - public,aerospace & defense,aerospace & defense,$2 to $5 billion (usd),"CSC, ManTech, SAIC",,,caci international,,0.0,0.0,0.0,3,3,2,,denver,co,7.0,3500.0,64,scientist
192,data engineer 5 - contract (remote),$74K-$140K (Glassdoor est.),Job Description,4.2,"the church of jesus christ of latter-day saints
4.2","riverton, ut","salt lake city, ut",10000+ employees,-1,nonprofit organization,religious organizations,non-profit,unknown / non-applicable,-1,,,the church of jesus christ of latter-day saints,,0.0,0.0,0.0,7,46,18,,riverton,ut,7.0,0.0,2027,engineer
193,senior scientist - neuroscience,$100K-$190K (Glassdoor est.),Job Description,3.5,"sunovion
3.5","marlborough, ma","marlborough, ma",1001 to 5000 employees,2010,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $2 billion (usd),"Shire, GlaxoSmithKline, Allergan",,,sunovion,,0.0,0.0,0.0,2,8,5,,marlborough,ma,5.0,1500.0,16,scientist
194,senior data analyst,$43K-$80K (Glassdoor est.),Job Description,2.9,"national student clearinghouse
2.9","herndon, va","herndon, va",201 to 500 employees,1993,nonprofit organization,colleges & universities,education,$25 to $50 million (usd),"Ellucian, Parchment, College Board",,,national student clearinghouse,,0.0,0.0,0.0,7,10,9,,herndon,va,3.0,37.5,33,analyst
195,senior director biometrics and clinical data management,-1,Job Description,5.0,"alector
5.0","south san francisco, ca","south san francisco, ca",51 to 200 employees,2013,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,alector,,0.0,0.0,0.0,3,8,5,,south san francisco,ca,2.0,0.0,13,other
196,senior data scientist,-1,Job Description,5.0,"hamilton porter llc
5.0","fort lee, nj","newport beach, ca",1 to 50 employees,2019,company - public,staffing & outsourcing,business services,unknown / non-applicable,-1,,,hamilton porter llc,,0.0,0.0,0.0,3,51,6,,fort lee,nj,1.0,0.0,7,scientist
197,medical lab scientist,$17-$24 Per Hour(Glassdoor est.),Job Description,3.6,"tower health
3.6","west reading, pa","reading, pa",5001 to 10000 employees,2017,nonprofit organization,health care services & hospitals,health care,unknown / non-applicable,-1,,,tower health,,0.0,0.0,0.0,7,28,12,,west reading,pa,6.0,0.0,9,scientist
198,"risk and analytics it, data scientist",$91K-$149K (Glassdoor est.),Job Description,2.7,"state of wisconsin investment board
2.7","madison, wi","madison, wi",51 to 200 employees,1951,government,investment banking & asset management,finance,$50 to $100 million (usd),-1,,,state of wisconsin investment board,,0.0,0.0,0.0,5,34,10,,madison,wi,2.0,75.0,75,scientist
199,"scientist, analytical development",$42K-$82K (Glassdoor est.),Job Description,4.4,"rubius therapeutics
4.4","cambridge, ma","cambridge, ma",201 to 500 employees,2013,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$100 to $500 million (usd),-1,,,rubius therapeutics,,0.0,0.0,0.0,3,8,5,,cambridge,ma,3.0,300.0,13,scientist
200,senior data scientist,$116K-$185K (Glassdoor est.),Job Description,4.0,"autodesk
4.0","san francisco, ca","san rafael, ca",5001 to 10000 employees,1982,company - public,computer hardware & software,information technology,$2 to $5 billion (usd),-1,,,autodesk,,0.0,0.0,0.0,3,11,13,,san francisco,ca,6.0,3500.0,44,scientist
201,analytics manager,$59K-$116K (Glassdoor est.),Job Description,4.3,"onemagnify
4.3","dearborn, mi","detroit, mi",201 to 500 employees,1967,company - private,advertising & marketing,business services,unknown / non-applicable,-1,,,onemagnify,,0.0,0.0,0.0,2,2,6,,dearborn,mi,3.0,0.0,59,manager
202,data engineer,$48K-$95K (Glassdoor est.),Job Description,4.2,"izea
4.2","winter park, fl","winter park, fl",51 to 200 employees,2006,company - public,advertising & marketing,business services,$25 to $50 million (usd),"Linqia, Collective Bias",,,izea,,0.0,0.0,0.0,3,2,6,,winter park,fl,2.0,37.5,20,engineer
203,digital marketing & ecommerce data analyst,$31K-$72K (Glassdoor est.),Job Description,3.6,"vionic group
3.6","san rafael, ca","san rafael, ca",51 to 200 employees,2006,subsidiary or business segment,"department, clothing, & shoe stores",retail,$100 to $500 million (usd),-1,,,vionic group,,0.0,0.0,0.0,11,16,21,,san rafael,ca,2.0,300.0,20,analyst
204,sr. scientist - digital & image analysis/computational pathology,$105K-$198K (Glassdoor est.),Job Description,3.7,"takeda pharmaceuticals
3.7","san diego, ca","osaka, japan",10000+ employees,1781,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Novartis, Baxter, Pfizer",,,takeda pharmaceuticals,,0.0,0.0,0.0,3,8,5,,san diego,ca,7.0,10000.0,245,scientist
205,senior data analyst,$55K-$100K (Glassdoor est.),Job Description,2.8,"dodge data & analytics
2.8","hamilton, nj","hamilton, nj",201 to 500 employees,2014,company - private,it services,information technology,unknown / non-applicable,-1,,,dodge data & analytics,,0.0,0.0,0.0,2,35,13,,hamilton,nj,3.0,0.0,12,analyst
206,principal scientist - immunologist,$98K-$182K (Glassdoor est.),Job Description,3.7,"takeda pharmaceuticals
3.7","boston, ma","osaka, japan",10000+ employees,1781,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Novartis, Baxter, Pfizer",,,takeda pharmaceuticals,,0.0,0.0,0.0,3,8,5,,boston,ma,7.0,10000.0,245,scientist
207,senior data scientist,$73K-$124K (Glassdoor est.),Job Description,3.3,"plymouth rock assurance
3.3","woodbridge, nj","boston, ma",1001 to 5000 employees,1982,company - private,insurance carriers,insurance,$10 to $25 million (usd),"Arbella Insurance, Safety Insurance",,,plymouth rock assurance,,0.0,0.0,0.0,2,32,14,,woodbridge,nj,5.0,17.5,44,scientist
208,principal data scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,Job Description,,ca-one tech cloud,"san francisco, ca","fremont, ca",51 to 200 employees,2017,company - private,it services,information technology,$5 to $10 million (usd),-1,0.2,0.25,ca-one tech cloud,0.225,1.0,1.0,1.0,2,35,13,0.04999999999999999,san francisco,ca,2.0,7.5,9,scientist
209,med tech/lab scientist - laboratory,$21-$34 Per Hour(Glassdoor est.),Job Description,3.6,"beebe healthcare
3.6","lewes, de","lewes, de",1001 to 5000 employees,1935,nonprofit organization,health care services & hospitals,health care,$100 to $500 million (usd),-1,,,beebe healthcare,,0.0,0.0,0.0,7,28,12,,lewes,de,5.0,300.0,91,scientist
210,"sr. scientist, quantitative translational sciences",$117K-$206K (Glassdoor est.),Job Description,3.7,"takeda pharmaceuticals
3.7","boston, ma","osaka, japan",10000+ employees,1781,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Novartis, Baxter, Pfizer",,,takeda pharmaceuticals,,0.0,0.0,0.0,3,8,5,,boston,ma,7.0,10000.0,245,scientist
211,sr. data scientist ii,$111K-$183K (Glassdoor est.),Job Description,3.4,"argo group us
3.4","new york, ny","hamilton, bermuda",1001 to 5000 employees,1948,company - public,insurance carriers,insurance,$1 to $2 billion (usd),-1,,,argo group us,,0.0,0.0,0.0,3,32,14,,new york,ny,5.0,1500.0,78,scientist
212,excel / vba / sql data analyst,$44K-$78K (Glassdoor est.),Job Description,4.1,"associated electric cooperative
4.1","springfield, mo","springfield, mo",501 to 1000 employees,1961,company - private,energy,"oil, gas, energy & utilities",$1 to $2 billion (usd),-1,,,associated electric cooperative,,0.0,0.0,0.0,2,18,19,,springfield,mo,4.0,1500.0,65,analyst
213,machine learning research scientist,$81K-$159K (Glassdoor est.),Job Description,2.6,"software engineering institute
2.6","pittsburgh, pa","pittsburgh, pa",501 to 1000 employees,1984,college / university,colleges & universities,education,unknown / non-applicable,-1,,,software engineering institute,,0.0,0.0,0.0,1,10,9,,pittsburgh,pa,4.0,0.0,42,scientist
214,data scientist,-1,Job Description,,seen by indeed,"pittsburgh, pa","austin, tx",Unknown,-1,company - private,-1,-1,unknown / non-applicable,-1,,,seen by indeed,,0.0,0.0,0.0,2,0,0,,pittsburgh,pa,0.0,0.0,2027,scientist
215,"vp, data science",$83K-$166K (Glassdoor est.),Job Description,3.2,"pennymac
3.2","phoenix, az","westlake village, ca",1001 to 5000 employees,2008,company - public,lending,finance,$500 million to $1 billion (usd),"Nationstar Mortgage, Caliber Funding, Quicken Loans",,,pennymac,,0.0,0.0,0.0,3,37,10,,phoenix,az,5.0,750.0,18,other
216,senior data scientist,$114K-$182K (Glassdoor est.),Job Description,3.9,"zest ai
3.9","burbank, ca","burbank, ca",51 to 200 employees,2009,company - private,financial analytics & research,finance,$50 to $100 million (usd),-1,,,zest ai,,0.0,0.0,0.0,2,22,10,,burbank,ca,2.0,75.0,17,scientist
217,radar data analyst,$42K-$76K (Glassdoor est.),Job Description,4.7,"decisive analytics corporation
4.7","huntsville, al","arlington, va",51 to 200 employees,1996,company - private,aerospace & defense,aerospace & defense,$25 to $50 million (usd),"Torch Technologies, American Systems",,,decisive analytics corporation,,0.0,0.0,0.0,2,3,2,,huntsville,al,2.0,37.5,30,analyst
218,senior data scientist,-1,Job Description,4.0,"peterson technology partners
4.0","lake forest, il","park ridge, il",201 to 500 employees,1997,contract,computer hardware & software,information technology,$25 to $50 million (usd),-1,,,peterson technology partners,,0.0,0.0,0.0,4,11,13,,lake forest,il,3.0,37.5,29,scientist
219,quality control scientist,-1,Job Description,4.1,"apellis pharmaceuticals
4.1","san francisco, ca","waltham, ma",201 to 500 employees,2008,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,apellis pharmaceuticals,,0.0,0.0,0.0,3,8,5,,san francisco,ca,3.0,0.0,18,scientist
220,aws data engineer,-1,Job Description,4.5,"nuwave solutions
4.5",virginia,"mc lean, va",51 to 200 employees,1999,company - private,it services,information technology,$5 to $10 million (usd),-1,,,nuwave solutions,,0.0,0.0,0.0,2,35,13,,virginia,unknown,2.0,7.5,27,engineer
221,pl actuarial-lead data scientist,$114K-$179K (Glassdoor est.),Job Description,3.7,"the hanover insurance group
3.7","worcester, ma","worcester, ma",5001 to 10000 employees,1852,company - public,insurance carriers,insurance,$5 to $10 billion (usd),-1,,,the hanover insurance group,,0.0,0.0,0.0,3,32,14,,worcester,ma,6.0,7500.0,174,scientist
222,deep learning/computer vision scientist,-1,Job Description,5.0,"aptonet inc
5.0","atlanta, ga","atlanta, ga",201 to 500 employees,2004,company - private,it services,information technology,unknown / non-applicable,-1,,,aptonet inc,,0.0,0.0,0.0,2,35,13,,atlanta,ga,3.0,0.0,22,scientist
223,pv scientist,$60K-$123K (Glassdoor est.),Job Description,2.9,"karyopharm therapeutics inc.
2.9","newton, ma","newton, ma",201 to 500 employees,-1,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,karyopharm therapeutics inc.,,0.0,0.0,0.0,3,8,5,,newton,ma,3.0,0.0,2027,scientist
224,senior data & machine learning scientist,$100K-$166K (Glassdoor est.),Job Description,3.0,"tempus labs
3.0","chicago, il","chicago, il",501 to 1000 employees,2015,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,tempus labs,,0.0,0.0,0.0,2,8,5,,chicago,il,4.0,0.0,11,scientist
225,principal data scientist (computational chemistry),$108K-$173K (Glassdoor est.),Job Description,4.7,"recursion pharmaceuticals
4.7","salt lake city, ut","salt lake city, ut",51 to 200 employees,2013,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $5 million (usd),-1,,,recursion pharmaceuticals,,0.0,0.0,0.0,2,8,5,,salt lake city,ut,2.0,3.0,13,scientist
226,data engineer,$48K-$93K (Glassdoor est.),Job Description,3.7,"p2 energy solutions
3.7","lafayette, la","denver, co",501 to 1000 employees,-1,company - private,computer hardware & software,information technology,unknown / non-applicable,-1,,,p2 energy solutions,,0.0,0.0,0.0,2,11,13,,lafayette,la,4.0,0.0,2027,engineer
227,data systems specialist 2,-1,Job Description,3.8,"biomarin pharmaceutical
3.8","novato, ca","san rafael, ca",1001 to 5000 employees,1997,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$500 million to $1 billion (usd),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",,,biomarin pharmaceutical,,0.0,0.0,0.0,3,8,5,,novato,ca,5.0,750.0,29,other
228,"principal scientist, chemistry & immunology",$54K-$115K (Glassdoor est.),Job Description,3.3,"rochester regional health
3.3","rochester, ny","rochester, ny",10000+ employees,2014,hospital,health care services & hospitals,health care,$500 million to $1 billion (usd),-1,,,rochester regional health,,0.0,0.0,0.0,6,28,12,,rochester,ny,7.0,750.0,12,scientist
229,software engineer - data visualization,$60K-$127K (Glassdoor est.),Job Description,4.0,"clearedge
4.0","annapolis junction, md","annapolis junction, md",51 to 200 employees,2002,company - private,computer hardware & software,information technology,$5 to $10 million (usd),-1,,,clearedge,,0.0,0.0,0.0,2,11,13,,annapolis junction,md,2.0,7.5,24,engineer
230,"scientist/senior scientist, autoimmune",$90K-$179K (Glassdoor est.),Job Description,4.4,"rubius therapeutics
4.4","cambridge, ma","cambridge, ma",201 to 500 employees,2013,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$100 to $500 million (usd),-1,,,rubius therapeutics,,0.0,0.0,0.0,3,8,5,,cambridge,ma,3.0,300.0,13,scientist
231,data engineer 4 - contract (remote),-1,Job Description,4.2,"the church of jesus christ of latter-day saints
4.2","riverton, ut","salt lake city, ut",10000+ employees,-1,nonprofit organization,religious organizations,non-profit,unknown / non-applicable,-1,,,the church of jesus christ of latter-day saints,,0.0,0.0,0.0,7,46,18,,riverton,ut,7.0,0.0,2027,engineer
232,ux data scientist (python),-1,Job Description,4.4,"osi engineering
4.4","san francisco, ca","campbell, ca",51 to 200 employees,2010,company - private,staffing & outsourcing,business services,$25 to $50 million (usd),-1,,,osi engineering,,0.0,0.0,0.0,2,51,6,,san francisco,ca,2.0,37.5,16,scientist
233,staff machine learning engineer,$138K-$224K (Glassdoor est.),Job Description,3.9,"tapjoy
3.9","san francisco, ca","san francisco, ca",201 to 500 employees,2007,company - private,internet,information technology,$10 to $25 million (usd),"FLURRY, Chartboost",,,tapjoy,,0.0,0.0,0.0,2,33,13,,san francisco,ca,3.0,17.5,19,engineer
234,"principal scientist, hematology",$54K-$115K (Glassdoor est.),Job Description,3.3,"rochester regional health
3.3","rochester, ny","rochester, ny",10000+ employees,2014,hospital,health care services & hospitals,health care,$500 million to $1 billion (usd),-1,,,rochester regional health,,0.0,0.0,0.0,6,28,12,,rochester,ny,7.0,750.0,12,scientist
235,lead data engineer,$190K-$220K(Employer est.),Job Description,4.1,"credit sesame
4.1","mountain view, ca","mountain view, ca",51 to 200 employees,2010,company - private,internet,information technology,$50 to $100 million (usd),"Credit Karma, LendUp, SoFi",,,credit sesame,,0.0,0.0,0.0,2,33,13,,mountain view,ca,2.0,75.0,16,engineer
